"scientificname";"longitude";"latitude";"collectioncode";"catalognumber";"identifiedby";"country";"stateprovince";"county";"locality";"daycollected";"monthcollected";"yearcollected";"collector";"collectornumber";"notes";"source"
"Cavanillesia umbellata Ruiz & Pav.";-73.33333;-4.58333;"MO";"190325";"J.L. Fernandez A. (COL)";"Peru";"Loreto";"Maynas";"Dtto. Iquitos, Km 42 Carretera Iquitos-Nauta. Bosque primario.";18;8;1987;"Rodolfo Vásquez|Nestor Jaramillo";"Vásquez Martínez 9378";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.183333;-12.166667;"HUEFS";"6735";NA;"Brazil";"Bahia";NA;NA;13;11;1986;"Queiroz, L.P.de";"1035";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.25;-12;"Botany";NA;NA;"Peru";"Madre de Dios";NA;NA;29;7;1984;"R. B. Foster";"9716";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-75.01666;-8.75;"MO";"189022";"A. Gentry";"Peru";"Huánuco";NA;"Km 11 to Km 12. Carretera Marginal (in construction) S of Pucallpa-  Tingo Maria road at Bosque von Humboldt.";31;5;1983;"Alwyn H. Gentry|Nestor Jaramillo";"Gentry 41362";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-75.8333;-9.5;"Botany";NA;"A. H. Gentry";"Peru";"Hu<U+FFFD>nuco";NA;NA;31;5;1983;"A. H. Gentry";"41362";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-75.033333;-9.683333;"MO";"1483389";"A. Gentry";"Peru";"Ucayali";NA;"Carretera Marginal, 22 km S of Km 86.";11;2;1981;"Alwyn H. Gentry|Sue Libenson|Kenneth Young|Mark E. Olson";"Gentry 31213";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-76.46666;-2.8;"MO";"188341";"A. Gentry";"Peru";"Loreto";"Alto Amazonas";"Andoas, Río Pastaza near Ecuador border. Mature and disturbed forest on lateritic soil.";14;8;1980;"Alwyn H. Gentry|Rodolfo Vásquez|Nestor Jaramillo";"Gentry 29688";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.25;-12;"Botany";NA;NA;"Peru";"Madre de Dios";NA;NA;30;9;1980;"R. B. Foster";"5432";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-70.25;-12;"Botany";NA;NA;"Peru";"Madre de Dios";NA;NA;30;9;1980;"R. B. Foster";"5432";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.083333;-12.533333;"CEPEC";"26837";"Grupo Pedra do Cavalo";"Brazil";"Bahia";NA;"Est. da Mata (Barragem de Bananeiras). Vale dos Rios Paraguacu & Jacuipe";15;10;1980;"Grupo Pedra do Cavalo";"801";"Ambiente: Mata. Habito: Árvore maior que 5m e menor 20m";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.083333;-12.533333;"HUEFS";"833";NA;"Brazil";"Bahia";NA;NA;NA;10;1980;"Grupo Pedra do Cavalo";"801";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-39.083333;-12.533333;"ALCB";"08283";"Bocage, A";"Brazil";"Bahia";NA;"Recôncavo Sul, Estação da Mata ( B. Bananeiras)";NA;10;1980;"Grupo Pedra do Cavalo";"801";"Ca. de 15 - 20 m de alt. Com tronco abaulado; flores e botões veremelho - alaranjado.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-39.083333;-12.533333;"ALCB";"08306";"Guedes, ML; et al.";"Brazil";"Bahia";NA;"Recôncavo Sul, Ipuaçu";NA;11;1980;"Grupo Pedra do Cavalo";"925";"Ca. de 12 m de alt. Sem folhas e flores, frutos grandes e alados.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-30.083333;-12.533333;"HUEFS";"832";NA;"Brazil";"Bahia";NA;NA;NA;11;1980;"Grupo Pedra do Cavalo";"925";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-71.366667;-11.9;"MO";"1452491";"A. Gentry";"Peru";"Madre de Dios";NA;"Trails 4, 5 and 9, Cashu Cocha Camp, Manu National Park.";21;10;1979;"Alwyn H. Gentry|James Aronson|Ramón Ramírez Catauga";"Gentry 27075";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-78.63333;-4.5;"MO";"910332";"A. Gentry (MO)";"Peru";"Amazonas";"Condorcanqui";"Río Cenepa.  Vicinity of Huampami, ca. 5 km. east of Chávez Valdívia. Chigkan entsa.  Al lado de su casa de Unísum.  En bosque secundario.";14;8;1978;"Ernesto Ancuash Atsut";"Ancuash Atsut 1489";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.5338182700265;-15.9545319822605;NA;"402428";"J. A. Kallunki";"Brazil";"Bahia";"Itapebi";"Faz. Ventania estrada velha ao rio Jequitinonha";17;8;1971;"T. S. dos Santos";"1856";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"MO";"3057560";NA;"Peru";"Loreto";NA;"Km. 98 d ela Carretera Pucallpa-Huanuco. Prov. Coronel Portillo, Calleria.bosque tropical seco.";3;7;1968;"Salas";"Salas 19";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.4952160228309;-15.1954157528398;NA;"402427";"J. A. Kallunki";"Brazil";"Bahia";"Jussari";"Itabuna, Juçari.";24;7;1967;"R. S. Pinheiro";"135";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.678056;-19.814167;"MBML-HERBARIO";"1233";NA;"Brazil";"Espírito Santo";NA;"São João de Petrópolis";21;11;1953;"G. Dalcolmo";"0";"Nome vulgar: barriguda.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.678056;-19.814167;"MBML_HERBARIO";"1233";NA;"Brazil";"Espírito Santo";NA;"São João de Petrópolis";21;11;1953;"G. Dalcolmo";"0";"Nome vulgar: barriguda.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"704540";NA;"Brazil";"Bahia";NA;"Forests of Rio Grongogy Basin, State of Bahia";1;10;1915;"H. M. Curran";"s.n.";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"MO";"1910365";NA;"Peru";NA;NA;"Vulg. Pipio et arbol del amber in Peruvia ad Huayaguil.";NA;NA;1799;"Hipólito Ruiz L.|José A. Pavón";"Ruiz López 1646";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-74.14;-9.1839;"Botany";NA;NA;"Peru";NA;NA;NA;NA;NA;1778;"H. Ru<U+FFFD>z L. & J. A. Pav<U+FFFD>n";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.583333;-15.166667;"CEPEC";"88302";"J. G. Jardim";"Brazil";"Bahia";NA;"Rod. Jussari/Palmira. Entr. ca. 7,5Km depois mais 1,7Km até sede Faz. Teimoso. Serra do Teimoso. RPPN. Árvore 228.";NA;NA;NA;"J. G. Jardim";"1653";"Ambiente: Mata. Habito: Árvore maior que 5m e menor 20m";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"USw31652";NA;"Brazil";"Minas Gerais";NA;NA;NA;NA;NA;"A. Mattos";"RB 90037";NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-40.443889;-18.776944;"CEPEC";"125209";"J. G. de C.-Sobrinho";"Brazil";"Espirito Santo";NA;"Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na Mata do Fuxico.";NA;NA;NA;"A. M. Amorim";"7560";"Ambiente: Mata Estacional Semidecídua. Decídua. Habito: Árvore, ca. 18m.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723888;-14.539166;"CEN";"56282";NA;"Brazil";"Go";NA;"Fazenda Itú (Sr. Felipe). Ponto 3.";NA;NA;NA;"Anderson Cássio Sevilha";"3084";"Tubo da corola vináceo, estames brancos. Sobre afloramento calcário.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"L.1068454";NA;"Brazil";"Bahía";NA;"Rio Crongogy";NA;NA;NA;"Curran  HM";NA;NA;"gbif"
"Cavanillesia umbellata Ruiz & Pav.";-74.375627;-9.163761;"BOT";"BM000645684";NA;"Peru";NA;NA;NA;NA;NA;NA;"José Antonio Pavón; b.1754; d.1844; Pav.";"s.n.";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"L.1068453";NA;"unknown or invalid";NA;NA;NA;NA;NA;NA;"Unknown";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CEN";"23207";NA;"Brazil";"Go";NA;"Estrada de terra Campos Belos - Divinópolis de Goiás; a 20 km do entroncamento com a GO-118.";NA;NA;NA;"Taciana Barbosa Cavalcanti";"713";"8 m altura.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.083333;-12.533333;"CEPEC";"26686";"G. M. Carvalho";"Brazil";"Bahia";NA;"Ipuaçu. Vale dos Rios Paraguaçu e Jacuípe.";NA;NA;NA;"Grupo Pedra do Cavalo";"925";"Ambiente: Mata. Habito: Árvore, ca. 12m.";"gbif"
"Cavanillesia umbellata Ruiz & Pav.";NA;NA;"VascularPlants";"S-PLE-E4306";NA;NA;NA;NA;"Ex. Herb. Madrid";NA;NA;NA;NA;NA;"R. C. P. 1778-88";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"U  0050635";NA;"Brazil";"Bahía";NA;"Rio Crongogy";NA;NA;NA;"Curran  HM";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.7725;-13.61556;"CEN";"56782";"A. C. Servilha";"Brazil";"Go";NA;"Fazenda Flor do Ermo. Prop. José Pereira.";NA;NA;NA;"Anderson Cássio Sevilha";"1823";"Casca lisa com estrias rugosas de cor cinza. Casca viva verde por fora, amarela por dentro. Flores brancas quando novas e alaranjadas quando velhas.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.528611;-15.158056;"CEPEC";"81830";"A. M. Amorim";"Brazil";"Bahia";NA;"Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. RPPN Serra do Teimoso.";NA;NA;NA;"A. M. Amorim";"2467";"Ambiente: Mata Mesófila. Habito: Árvore maior que 20m e menor que 50m";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.241389;-15.123306;"BHCB";"53221";NA;"Brazil";"Minas Gerais";NA;"Rio Peruaçu.";NA;NA;NA;"Costa, LV; Amado, JC";"333";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.583333;-13.916666;"CEN";"25654";"B. A. S. Pereira";"Brazil";"Go";NA;"Floresta decídua no km 16 da estrada Posse / Guarani de Goiás.";NA;NA;NA;"Benedito Alísio da Silva Pereira";"2819";"Doação da Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"USw9863";NA;"Brazil";"Minas Gerais";NA;NA;NA;NA;NA;"Collector unknown";"s.n.";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"U  0261147";NA;"Brazil";NA;NA;NA;NA;NA;NA;"Unknown";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"USw2685";NA;"Brazil";"Minas Gerais";NA;NA;NA;NA;NA;"H. M. Curran";"s.n.";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.8675;-13.744167;"HEPH";"32252";NA;"Brazil";"Goiás";NA;"Entrada de Nova Roma";25;8;2016;"Jesus, FPR de";"412";"Muito frequente; Árvore 15m; flor creme; fruto verde, fica marrom quando maduro; Campo rupestre; solo rochoso";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CVRD";"14487";"Folli, D. A";"Brazil";"Es";NA;NA;13;8;2013;"Folli, D.A.";"7103";"Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.331256;-19.825304;"CVRD";"13900";"Folli, D. A.";"Brazil";"Es";NA;NA;19;9;2012;"Folli, D.A.";"6914";"<ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-41.284297;-19.441252;"CVRD";"12533";"Folli, D. A.";"Brazil";"Mg";NA;NA;3;9;2009;"Luz, A.A. da";"508";"<ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.521111;-12.417222;"HUEFS";"132053";NA;"Brazil";"Bahia";NA;"ARIE Serra do Orobó, Fazenda Leão dos Brejos.";18;1;2008;"Cardoso, D.";"2295";"Fragmento de floresta estacional.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.5211;-12.4172;NA;"1182814";NA;"Brazil";"Bahia";"Itaberaba";"ARIE Serra do Orobó, Fazenda Leão dos Brejos.";18;1;2008;"D. B. O. S. Cardoso";"2295";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-42.247222;-13.296389;"HUEFS";"119342";"R.M.Santos";"Brazil";"Bahia";NA;NA;29;4;2007;"Conceição, A.A.";"1975";"Caatinga.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.32;-13.586111;"HUEFS";"118291";"R.M.Santos";"Brazil";"Bahia";NA;"Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.";11;4;2007;"Queiroz, L.P.de";"12794";"Floresta estacional.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.183889;-12.161667;"HUEFS";"120068";NA;"Brazil";"Bahia";NA;"Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.";22;5;2007;"Cardoso, D.";"1981";"Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.968889;-12.376944;"HUEFS";"122673";NA;"Brazil";"Bahia";NA;"BR 135.";2;7;2007;"Santos, R.M.";"1736";"Caatinga arbórea e afloramento de calcário.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.968889;-12.376944;"HUEFS";"122710";NA;"Brazil";"Bahia";NA;"BR 135.";2;7;2007;"Santos, R.M.";"1773";"Caatinga arbórea e afloramento de calcário.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.666667;-14.381389;"HUEFS";"126672";NA;"Brazil";"Bahia";NA;"Faz. de Joel Gonzaga.";18;7;2007;"Valadão, R.de M.";"606";"Mata decídua, antropizada.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-42.225556;-13.290833;"HUEFS";"121638";NA;"Brazil";"Bahia";NA;"Caieiras.";5;7;2007;"Conceição, A.A.";"2393";"Caatinga arbórea.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"HUEFS";"122632";NA;"Brazil";"Bahia";NA;NA;2;7;2007;"Santos, R.M.";"1695";"Transição caatinga - Floresta";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.43;-20.095556;"MBML_HERBARIO";"31618";"V. Demuner 30/08/2007";"Brazil";"Espírito Santo";NA;"Colina Verde, Morro do Agudo, D. Maria";30;8;2007;"R.R. Vervloet";"3370";"Árvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.43;-20.095556;"MBML-HERBARIO";"31618";"V. Demuner 30/08/2007";"Brazil";"Espírito Santo";NA;"Colina Verde, Morro do Agudo, D. Maria";30;8;2007;"R.R. Vervloet";"3370";"Árvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.915972;-19.891611;"BHCB";"130224";NA;"Brazil";"Minas Gerais";NA;"Museu de História Natural e Jardim Botânico UFMG, Coletada na área das plantas medicinais. Área 7.";28;9;2007;"Felix, DF; Massensini Júnior, A";"268";"Arbórea de 20 a 25 metros de altura. Fruto sâmara penta-alada de cor beje escura.; DESC: Arbórea de 20 a 25 metros de altura. Fruto sâmara penta-alada de cor beje escura.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.548611;-14.274444;"HUEFS";"128853";NA;"Brazil";"Bahia";NA;"Faz. São Domingos.";22;9;2007;"Guedes, M.L.S.";"13601";"Mata de Galeria.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CVRD";"10544";"Folli, D. A.";"Brazil";"Mg";NA;NA;7;11;2007;"Folli, D.A.";"5762";"<ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.431667;-20.093889;"MBML-HERBARIO";"27156";"V. Demuner & L.F.S. Magnago, 14-set-06";"Brazil";"Espírito Santo";NA;"Morro Agudo, Prop.: Dona Maria";14;9;2006;"V. Demuner";"2884";"Árvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.431667;-20.093889;"MBML_HERBARIO";"27156";"V. Demuner & L.F.S. Magnago, 14-set-06";"Brazil";"Espírito Santo";NA;"Morro Agudo, Prop.: Dona Maria";14;9;2006;"V. Demuner";"2884";"Árvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.734722;-18.906944;"MBML-HERBARIO";"28319";"V. Demuner & L.F.S. Magnago, 17-out-06";"Brazil";"Espírito Santo";NA;"16 de Abril";17;10;2006;"V. Demuner";"2905";"Árvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.734722;-18.906944;"MBML_HERBARIO";"28319";"V. Demuner & L.F.S. Magnago, 17-out-06";"Brazil";"Espírito Santo";NA;"16 de Abril";17;10;2006;"V. Demuner";"2905";"Árvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"CVRD";"9823";"Folli, D. A.";"Brazil";"Es";NA;NA;1;11;2006;"Folli, D.A.";"5395";"Fazenda 3 Marias <ll>dwc_commonname:</ll> Barriguda";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.953333;-12.378889;"HUEFS";"94359";"R.M.Santos";"Brazil";"Bahia";NA;"BR 135, em direção à Inhaúmas.";6;4;2005;"Carvalho-Sobrinho, J.G.de";"475";"Mata semidecidual (cerrado) com Cavanilesia, Pseudobombax.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-44.178889;-13.421389;"HUEFS";"72759";"J.G.de Carvalho-Sobrinho";"Brazil";"Bahia";NA;"2 km na estrada para Lagoinha.";17;7;2003;"Leite, K.R.B";"301";"Área de transição cerrado-caatinga";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723889;-14.539167;"HUEFS";"176843";NA;"Brazil";"Goiás";NA;"Fazenda Itú, (Sr. Felipe). Ponto 3.";25;8;2003;"Sevilha, A.C.";"3084";"Cerrado (Floresta Estacional Decidual).";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723889;-14.539167;"CNMT";"3358";NA;"Brazil";"Goiás";NA;"Fazenda Itú";25;8;2003;"Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.";"3084";"Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzorênico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vináceo, Estame Brancos ; Sobre afloramento calcário.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.723889;-14.539167;"CNMT";"3313";NA;"Brazil";"Goiás";NA;"Fazenda Itú";25;8;2003;"Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B.";"3084";"Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzorênico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vináceo, Estame Brancos ; Sobre afloramento calcário.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";0;-15.210278;"BHCB";"64840";NA;"Brazil";"Minas Gerais";NA;"Furados.";19;10;2001;"Lombardi, JA; Dulith, JHA & Semir, J";"4448";"áreas mais elevadas de carrasco em volta do lageado, terreno argiloso. Árvore, ca. 25 m, sem folhas, frutos caidos, plântulas emergindo, cotilédones carnosos; DESC: áreas mais elevadas de carrasco em volta do lageado, terreno argiloso. Árvore, ca. 25 m,";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.859167;-15.210278;"UEC";"123679";NA;"Brazil";"Minas Gerais";NA;"Furados, lado esq. da estrada Jaiba/ mocambinho";19;10;2001;"Lombardi, J.A.; Dutilh, J.H.A.; Semir, J.";"4449";"Áreas mais elevadas de carrasco em volta do lageado, terreno argiloso. Árvore, ca. 25m, sem folhas, frutos caidos, plântulas emergindo, cotilédones carnosos";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.7725;-13.615556;"HUEFS";"176785";NA;"Brazil";"Goiás";NA;"Fazenda Flor do Ermo.Prop. José Pereira.,";8;8;1999;"Sevilha, A.C.";"1823";"Mata decídua.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.916667;-14.333333;"UB";"148743";NA;"Brazil";"Minas Gerais";NA;"Between Caninanha and Manga.";4;8;1998;"Ratter, JA";"8061";"Flowers orange-scarlet. Fruits dark rose colour.; Tree 20m tall.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.5286;-15.1581;NA;"01806803";"J. A. Kallunki";"Brazil";"Bahia";"Jussari";"Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimosos. RPPN Serra do Teimoso";13;8;1998;"A. M. Amorim";"2467";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.916667;-14.333333;"E";"E00100860";NA;"Brazil";"State of Minas Gerais";NA;"Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga";4;8;1998;"Ratter, James Alexander";"R8061";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.528611;-15.158056;"MO";"100658377";"J. Kallunki";"Brazil";"Bahia";"Jussari";"Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimosos. RPPN Serra do Teimoso. Mata Mesófila.";13;8;1998;"André M. Amorim|Jomar G. Jardim|L.M. Berbert|J. Lima Paixão";"Amorim 2467";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-43.916667;-14.333333;"E";"E00100859";NA;"Brazil";"State of Minas Gerais";NA;"Municipio de Manga.Between Caninanha and Manga. Between Caninanha and Manga";4;8;1998;"Ratter, James Alexander";"R8061";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-46.58;-13.92;NA;"778774";"B. A. S. Pereira";"Brazil";"Goiás";"Guarani de Goiás";"No. km 16 da estrada Posse/Guarani de Goiás.";13;8;1995;"B. A. S. Pereira";"2819";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"2206906";NA;"Brazil";"GoiÃ¡s";"Flores de Goias";"Alvorada do Norte.";9;9;1994;"B. A. S. Pereira";"2615";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"HUEFS";"24143";NA;"Brazil";"Goiás";NA;NA;16;8;1990;"Cavalcanti, T.B.";"713";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.183333;-12.166667;"HUEFS";"6735";NA;"Brazil";"Bahia";NA;NA;13;11;1986;"Queiroz, L.P.de";"1035";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.083333;-12.533333;"CEPEC";"26837";"Grupo Pedra do Cavalo";"Brazil";"Bahia";NA;"Est. da Mata (Barragem de Bananeiras). Vale dos Rios Paraguacu & Jacuipe";15;10;1980;"Grupo Pedra do Cavalo";"801";"Ambiente: Mata. Habito: Árvore maior que 5m e menor 20m";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.083333;-12.533333;"HUEFS";"833";NA;"Brazil";"Bahia";NA;NA;NA;10;1980;"Grupo Pedra do Cavalo";"801";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-30.083333;-12.533333;"HUEFS";"832";NA;"Brazil";"Bahia";NA;NA;NA;11;1980;"Grupo Pedra do Cavalo";"925";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.5338182700265;-15.9545319822605;NA;"402428";"J. A. Kallunki";"Brazil";"Bahia";"Itapebi";"Faz. Ventania estrada velha ao rio Jequitinonha";17;8;1971;"T. S. dos Santos";"1856";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.4952160228309;-15.1954157528398;NA;"402427";"J. A. Kallunki";"Brazil";"Bahia";"Jussari";"Itabuna, Juçari.";24;7;1967;"R. S. Pinheiro";"135";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.678056;-19.814167;"MBML-HERBARIO";"1233";NA;"Brazil";"Espírito Santo";NA;"São João de Petrópolis";21;11;1953;"G. Dalcolmo";"0";"Nome vulgar: barriguda.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-40.678056;-19.814167;"MBML_HERBARIO";"1233";NA;"Brazil";"Espírito Santo";NA;"São João de Petrópolis";21;11;1953;"G. Dalcolmo";"0";"Nome vulgar: barriguda.";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"704540";NA;"Brazil";"Bahia";NA;"Forests of Rio Grongogy Basin, State of Bahia";1;10;1915;"H. M. Curran";"s.n.";NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-74.14;-9.1839;"Botany";NA;NA;"Peru";NA;NA;NA;NA;NA;1778;"H. Ru<U+FFFD>z L. & J. A. Pav<U+FFFD>n";NA;NA;"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";-39.583333;-15.166667;"CEPEC";"88302";"J. G. Jardim";"Brazil";"Bahia";NA;"Rod. Jussari/Palmira. Entr. ca. 7,5Km depois mais 1,7Km até sede Faz. Teimoso. Serra do Teimoso. RPPN. Árvore 228.";NA;NA;NA;"J. G. Jardim";"1653";"Ambiente: Mata. Habito: Árvore maior que 5m e menor 20m";"gbif"
"Cavanillesia arborea (Willd.) K.Schum.";NA;NA;"Botany";"USw31652";NA;"Brazil";"Minas Gerais";NA;NA;NA;NA;NA;"A. Mattos";"RB 90037";NA;"gbif"
